stateur,statemb,state,age,tenure,joblost,nwhite,school12,sex,bluecol,smsa,married,dkids,dykids,yrdispl,rr,head,ui,portfolio,derivatives,insurance,Sharpe
11.8,205,72,37,17,other,no,no,male,yes,yes,yes,yes,no,2,0.5205047,yes,yes,yes,yes,yes,1.0410094
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.6,224,74,36,1,slack_work,no,no,male,yes,yes,no,no,no,10,0.2036824,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.9,200,59,44,10,position_abolished,no,yes,male,yes,yes,yes,no,no,9,0.3340081,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.0,255,14,21,3,other,no,no,male,yes,yes,yes,yes,yes,8,0.5,yes,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.4,183,72,33,4,slack_work,no,yes,male,yes,yes,yes,yes,yes,1,0.4573991,yes,yes,yes,yes,yes,0.9147982
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.8,205,23,34,2,other,no,no,male,yes,yes,yes,yes,yes,2,0.5185185,yes,yes,yes,yes,yes,1.037037
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.2,190,91,43,2,other,no,no,male,yes,yes,no,no,no,5,0.5081522,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
18.0,211,55,22,1,other,no,no,male,yes,no,no,no,no,2,0.521605,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.0,282,14,29,1,slack_work,yes,no,male,yes,yes,yes,yes,yes,10,0.5021097,yes,no,yes,yes,yes,1.0042194
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.3,214,87,59,15,slack_work,no,no,male,yes,no,yes,no,no,9,0.5,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.7,293,53,49,7,slack_work,yes,no,male,yes,yes,yes,no,no,10,0.4059754,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.9,120,63,23,3,other,no,no,female,yes,yes,no,no,no,4,0.5407407,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.2,170,21,35,14,other,no,no,female,yes,no,yes,yes,no,3,0.5,no,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.0,120,62,32,1,slack_work,no,no,male,yes,no,yes,yes,yes,5,0.4194915,yes,yes,yes,yes,yes,0.838983
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.1,171,81,29,10,other,no,no,male,yes,no,no,no,no,5,0.4274809,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
3.7,140,45,32,2,other,no,yes,male,yes,no,no,no,no,9,0.504065,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.3,176,54,33,8,other,no,yes,male,yes,yes,yes,no,no,9,0.1956815,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.3,171,88,43,1,slack_work,no,yes,male,yes,no,yes,yes,no,6,0.2852113,yes,yes,yes,yes,yes,0.5704226
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.3,96,32,36,1,slack_work,no,yes,male,yes,yes,no,no,no,9,0.3003802,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.3,225,59,33,4,other,no,no,male,yes,no,yes,yes,yes,10,0.502439,yes,yes,yes,yes,yes,1.004878
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.3,115,64,56,25,position_abolished,no,no,male,yes,no,yes,no,no,4,0.2090909,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.2,191,41,39,1,seasonal_job_ended,no,no,male,yes,no,yes,yes,no,2,0.5,yes,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.7,258,15,42,5,slack_work,no,yes,male,yes,yes,no,no,no,9,0.5133172,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,177,41,30,3,other,no,no,male,yes,no,yes,yes,yes,1,0.3924303,yes,no,yes,yes,yes,0.7848606
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.2,191,41,31,6,other,no,no,male,yes,no,yes,yes,no,2,0.5021459,yes,no,yes,yes,yes,1.0042918
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.4,203,74,36,6,slack_work,yes,no,female,yes,yes,no,yes,no,6,0.5182482,yes,no,yes,yes,yes,1.0364964
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.2,170,21,30,8,slack_work,yes,no,male,yes,yes,no,no,no,3,0.5020576,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.6,84,32,37,12,slack_work,no,no,male,yes,no,yes,yes,no,1,0.1296552,yes,yes,yes,yes,yes,0.2593104
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,210,93,57,5,slack_work,no,no,male,yes,yes,no,no,no,10,0.2101266,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.1,169,95,29,2,other,no,yes,female,yes,no,yes,yes,yes,1,0.519403,no,yes,yes,yes,yes,1.038806
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,177,41,30,9,slack_work,no,no,male,yes,no,yes,yes,no,1,0.2944694,yes,yes,yes,yes,yes,0.5889388
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.5,184,56,44,15,other,yes,no,female,yes,no,no,no,no,6,0.4975124,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,157,31,39,4,other,no,no,female,yes,no,yes,no,no,7,0.495935,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,166,93,41,5,other,no,yes,male,yes,yes,yes,yes,no,3,0.3460765,yes,yes,yes,yes,yes,0.692153
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.2,276,34,43,15,other,no,yes,female,yes,yes,yes,yes,no,10,0.3942134,yes,no,yes,yes,yes,0.7884268
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.9,153,52,36,3,slack_work,no,no,male,yes,yes,yes,yes,no,2,0.2301255,yes,yes,yes,yes,yes,0.460251
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,132,12,34,1,other,no,no,male,yes,no,yes,yes,no,1,0.6210526,yes,yes,yes,yes,yes,1.2421052
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.9,188,94,41,5,slack_work,no,yes,male,yes,no,yes,yes,no,9,0.1710817,no,yes,yes,yes,yes,0.3421634
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.6,140,52,51,24,other,no,no,male,yes,yes,yes,no,no,1,0.2915888,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.6,197,73,56,2,position_abolished,no,no,male,yes,no,yes,no,no,9,0.5157894,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.4,136,93,29,9,other,no,no,male,yes,no,no,no,no,1,0.4201681,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.5,180,21,39,4,slack_work,no,no,female,yes,yes,no,yes,no,4,0.5028571,yes,yes,yes,yes,yes,1.0057142
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,210,93,25,4,slack_work,yes,yes,male,yes,yes,yes,no,no,10,0.3120301,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.9,153,52,21,2,slack_work,yes,no,female,yes,yes,no,no,no,2,0.5433526,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.5,251,55,35,12,other,no,no,male,yes,no,yes,yes,yes,10,0.5189394,yes,yes,yes,yes,yes,1.0378788
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.9,194,88,33,1,other,no,no,male,yes,yes,no,no,no,9,0.519337,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.9,153,52,30,2,slack_work,yes,yes,male,yes,yes,no,no,no,2,0.5092593,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,177,41,27,3,slack_work,no,no,male,yes,no,yes,yes,yes,1,0.5013193,yes,yes,yes,yes,yes,1.0026386
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.3,115,64,30,5,other,no,no,male,yes,yes,yes,yes,yes,4,0.2693208,yes,yes,yes,yes,yes,0.5386416
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.4,225,35,35,4,other,no,no,male,yes,no,yes,no,no,10,0.4091954,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.2,196,35,48,3,other,no,no,male,yes,yes,yes,yes,no,4,0.4355555,yes,yes,yes,yes,yes,0.871111
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.2,197,34,60,1,slack_work,no,no,male,yes,yes,yes,no,no,6,0.2903727,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.7,140,61,30,4,slack_work,no,no,male,yes,yes,yes,yes,yes,2,0.3038229,yes,no,yes,yes,yes,0.6076458
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.8,205,23,34,13,other,yes,no,male,yes,yes,yes,yes,yes,2,0.4793926,yes,yes,yes,yes,yes,0.9587852
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,156,16,58,17,slack_work,yes,no,female,yes,yes,yes,no,no,2,0.3912037,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
12.3,147,31,29,1,slack_work,no,no,male,yes,yes,yes,no,no,1,0.4982079,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.7,171,81,29,3,other,no,no,male,yes,yes,no,no,no,4,0.342,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.8,132,12,41,5,slack_work,no,no,male,yes,no,yes,yes,no,1,0.438806,yes,yes,yes,yes,yes,0.877612
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.9,105,43,48,30,other,no,no,male,yes,no,yes,no,no,2,0.2769608,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
14.6,90,64,26,2,slack_work,yes,no,male,yes,no,no,no,no,1,0.502994,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
10.8,175,92,42,5,slack_work,no,no,male,yes,yes,yes,yes,no,2,0.5833333,yes,yes,yes,yes,yes,1.1666666
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.4,168,33,30,5,slack_work,no,no,male,yes,yes,no,no,no,2,0.5,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.8,158,81,22,4,slack_work,no,no,male,yes,no,no,no,no,2,0.5,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.0,161,33,43,22,position_abolished,yes,no,male,yes,yes,no,no,no,4,0.3305955,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.7,166,93,51,1,other,no,yes,female,yes,yes,no,no,no,2,0.3935185,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.4,168,33,35,15,other,no,no,male,yes,no,yes,yes,no,6,0.2097625,yes,no,yes,yes,yes,0.419525
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.2,199,33,29,1,slack_work,no,no,female,yes,yes,yes,no,no,9,0.4859813,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.0,282,14,22,1,slack_work,no,no,male,yes,yes,no,no,no,10,0.5,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.6,125,59,60,4,other,no,no,female,yes,yes,yes,no,no,2,0.5033113,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,210,93,28,2,slack_work,no,no,male,yes,yes,yes,yes,yes,10,0.3936652,yes,yes,yes,yes,yes,0.7873304
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.1,263,34,40,9,position_abolished,no,no,female,yes,yes,no,yes,no,8,0.3756178,yes,no,yes,yes,yes,0.7512356
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.4,203,74,34,2,other,no,yes,female,yes,yes,yes,yes,no,6,0.5175439,no,yes,yes,yes,yes,1.0350878
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.7,147,74,25,2,slack_work,no,yes,male,yes,yes,no,no,no,1,0.5192308,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.7,189,71,61,3,slack_work,no,no,male,yes,no,yes,no,no,5,0.5020408,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.0,179,35,37,10,other,no,yes,male,yes,yes,yes,yes,no,1,0.2989537,yes,no,yes,yes,yes,0.5979074
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.6,197,73,42,6,other,no,no,female,yes,no,yes,yes,no,8,0.5263158,no,yes,yes,yes,yes,1.0526316
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.3,140,61,26,1,slack_work,no,no,female,yes,no,yes,yes,yes,3,0.4662379,no,yes,yes,yes,yes,0.9324758
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.0,179,35,30,3,slack_work,no,yes,male,yes,yes,no,no,no,1,0.3984064,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,187,33,25,3,slack_work,yes,no,male,yes,yes,no,no,no,8,0.4903846,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.9,173,82,20,2,seasonal_job_ended,no,no,male,yes,no,no,no,no,4,0.5,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
13.7,90,63,56,10,other,no,no,male,yes,yes,no,no,no,2,0.3211921,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.9,174,15,29,2,slack_work,no,no,male,yes,yes,yes,yes,no,4,0.55,yes,yes,yes,yes,yes,1.1
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.4,190,47,56,7,other,no,no,male,yes,no,yes,no,no,5,0.4710327,yes,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,198,41,42,7,other,no,no,male,yes,no,yes,yes,yes,4,0.5018182,yes,yes,yes,yes,yes,1.0036364
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.2,216,92,33,9,other,no,no,male,yes,no,no,no,no,6,0.3609155,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.7,148,33,33,10,other,no,no,male,yes,no,yes,yes,no,1,0.4983713,yes,no,yes,yes,yes,0.9967426
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
3.8,207,14,20,1,other,no,no,male,yes,yes,no,yes,no,5,0.5,no,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.8,166,93,40,2,other,no,yes,male,yes,yes,yes,yes,yes,6,0.1275386,yes,no,yes,yes,yes,0.2550772
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.0,189,74,34,2,slack_work,no,yes,male,yes,yes,yes,yes,yes,4,0.4896373,yes,yes,yes,yes,yes,0.9792746
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.2,154,85,37,7,other,no,no,male,yes,no,yes,yes,no,5,0.4983051,yes,yes,yes,yes,yes,0.9966102
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.1,200,83,31,6,slack_work,yes,no,male,yes,no,yes,yes,yes,10,0.5189874,yes,yes,yes,yes,yes,1.0379748
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.9,115,58,41,1,other,no,yes,male,yes,yes,yes,yes,no,1,0.5201794,yes,yes,yes,yes,yes,1.0403588
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
3.0,216,16,44,15,other,yes,no,male,yes,yes,yes,yes,no,7,0.3589744,yes,yes,yes,yes,yes,0.7179488
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.2,260,21,29,7,slack_work,no,no,female,yes,no,yes,yes,no,10,0.4981949,no,yes,yes,yes,yes,0.9963898
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.0,187,33,37,1,slack_work,no,yes,male,yes,yes,no,no,no,8,0.4153846,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.6,190,84,32,3,slack_work,no,no,male,yes,yes,yes,yes,yes,2,0.2962428,yes,no,yes,yes,yes,0.5924856
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.7,147,74,32,6,slack_work,no,no,male,yes,yes,yes,yes,no,1,0.3266932,yes,no,yes,yes,yes,0.6533864
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.9,115,58,29,9,slack_work,no,no,male,yes,no,yes,no,no,1,0.2869955,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.6,198,83,44,1,other,no,no,male,yes,no,yes,yes,no,6,0.3966245,yes,no,yes,yes,yes,0.793249
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.5,169,31,43,2,other,no,no,male,yes,yes,yes,yes,no,8,0.5018587,yes,yes,yes,yes,yes,1.0037174
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,115,58,21,3,slack_work,no,no,male,yes,no,yes,yes,yes,2,0.2701525,yes,yes,yes,yes,yes,0.540305
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,115,58,33,15,other,yes,no,male,yes,no,yes,yes,yes,2,0.5188679,yes,no,yes,yes,yes,1.0377358
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
4.4,200,35,56,2,slack_work,no,yes,male,yes,no,no,no,no,8,0.5,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.5,275,34,33,2,other,no,no,male,yes,no,yes,yes,yes,9,0.5252525,yes,no,yes,yes,yes,1.050505
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.2,170,22,58,27,other,no,no,male,yes,yes,no,yes,no,3,0.3397684,yes,yes,yes,yes,yes,0.6795368
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.4,167,56,26,4,seasonal_job_ended,no,no,male,yes,no,no,yes,no,4,0.5,no,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.4,180,83,37,14,other,no,no,male,yes,no,yes,yes,yes,2,0.5185185,yes,no,yes,yes,yes,1.037037
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.8,205,23,41,15,slack_work,no,no,male,yes,yes,yes,yes,no,2,0.5115741,yes,yes,yes,yes,yes,1.0231482
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.1,138,54,45,5,slack_work,no,yes,male,yes,no,yes,no,no,2,0.1724537,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
5.6,125,57,48,11,position_abolished,yes,no,female,yes,yes,yes,no,no,6,0.5,no,no,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.3,135,13,36,4,position_abolished,no,no,female,yes,no,no,yes,no,1,0.5022421,yes,yes,yes,yes,yes,1.0044842
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
7.3,225,59,31,8,other,no,no,female,yes,yes,no,yes,no,10,0.5,yes,no,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
11.0,179,35,22,1,slack_work,no,no,male,yes,yes,yes,yes,yes,1,0.5,yes,yes,yes,yes,yes,1.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.1,138,54,59,40,slack_work,yes,no,female,yes,yes,no,no,no,2,0.5217391,yes,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.9,105,43,20,3,other,no,no,female,yes,no,yes,yes,yes,2,0.583815,no,no,yes,yes,yes,1.16763
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
6.2,209,91,49,8,position_abolished,no,no,female,yes,yes,yes,no,no,8,0.2780338,no,yes,no,no,no,0.0
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
14.6,90,64,48,6,other,no,yes,male,yes,no,yes,yes,no,1,0.0897666,yes,no,yes,yes,yes,0.1795332
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.0,224,23,30,3,other,no,yes,male,yes,yes,yes,yes,yes,4,0.32,yes,yes,yes,yes,yes,0.64
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
8.1,158,42,36,2,slack_work,no,no,female,yes,no,yes,yes,no,2,0.5661765,no,yes,yes,yes,yes,1.132353
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
9.9,225,55,37,2,slack_work,no,no,female,yes,no,no,yes,no,7,0.519685,yes,yes,yes,yes,yes,1.03937
4.6,176,73,45,2,other,no,no,male,yes,no,yes,no,no,1,0.5025641,yes,no,no,no,no,0.0
